Codigo;Nombre estacion;Inicio;Fin;Latitud;Longitud;X;Y;Elevacion;Departamento;% de faltantes;Tendencia;Beta;M24;PP media
26180160;Abejorral;3/06/1970;16/03/2025;5.785972222;-75.43041667;4730952.206;2197914.706;2170;Antioquia;2.97;No;-0.498;67.43;2255.789344
11110020;Abriaqui;1/01/1975;16/03/2025;6.6425;-76.075;4660087.269;2293040.368;1920;Antioquia;0.8;Sí;-0.537;61.87;2220.264509
23085030;Alejandria;1/09/1988;16/03/2025;6.37625;-75.14338889;4763000.65;2263056.338;1712;Antioquia;0.34;No;-0.494;108.92;4644.933611
23085270;Aeropuerto Jose Maria Cordova;1/02/1978;16/03/2025;6.1686111;-75.42611111;4731615.827;2240230.801;2073;Antioquia;11.5;No;-0.523;59.1;2003.00325
23095010;Aeropuerto Puerto Berrio;1/08/1975;26/09/2013;6.465;-74.41222222;4843894.687;2272587.349;150;Antioquia;3.56;Sí;-0.652;115.89;2586.403003
23175020;Aeropuerto OTU;1/05/1940;1/03/2025;7.01175;-74.71630556;4810485.204;2333133.755;643;Antioquia;7.72;Sí;-0.623;108.8;2796.245011
27015330;Aeropuerto Olaya Herrera;1/01/1941;16/03/2025;6.2246389;-75.5882;4713703.647;2246512.439;1492;Antioquia;4.75;Sí;-0.583;56.9;1651.349847
26210090;Anza;1/11/1970;16/03/2025;6.303138889;-75.85925;4683745.179;2255352.018;743;Antioquia;0.42;No;-0.524;72.6;1716.409979
26210140;Altamira;7/04/1975;15/03/2025;6.2188;-75.9449;4674211.2;2246073.315;1816;Antioquia;2.04;Sí;-0.534;74.72;2027.412814
27010850;Amalfi;14/10/1970;5/11/2022;6.905555556;-75.07722222;4770565.539;2321552.682;1530;Antioquia;2;No;-0.402;85.64;3066.187726
27015110;Aragon;5/05/1970;31/08/2016;6.780063889;-75.55571917;4717609.44;2307929.359;2652;Antioquia;3.97;No;-0.525;49.63;1909.829047
27020210;Angostura;30/10/1970;16/03/2025;6.883055556;-75.33247222;4742345.962;2319194.951;1650;Antioquia;0.37;No;-0.543;89.75;2904.873139
27025030;Anori;1/07/1975;15/08/2023;7.0719;-75.1505;4762552.211;2339982.707;1601;Antioquia;3.63;Sí;-0.553;80.66;2809.857573
27040020;Alto del Indio;15/05/1970;28/02/2025;7.531;-74.95275;4784615.438;2390647.357;125;Antioquia;8.17;No;-0.549;126.55;3960.527511
26190090;Betania - Las guacas;1/01/1957;16/03/2025;5.755;-75.97552778;4670541.704;2194775.254;1600;Antioquia;18.94;Sí;-0.568;79.63;2673.600589
26200140;Armenia;1/04/1975;30/12/2023;6.157972222;-75.77152778;4693371.108;2239240.369;1620;Antioquia;3.55;Sí;-0.587;77.18;2244.650828
26250110;Barro blanco;27/03/1984;1/03/2025;7.474111111;-75.26438889;4750193.579;2384522.036;190;Antioquia;1.11;No;-0.513;142.46;5336.28666
27010870;Belmira;8/11/1970;16/03/2025;6.609166667;-75.66833333;4705054.964;2289092.053;2540;Antioquia;1.79;No;-0.556;56.92;2075.117031
27011110;Astilleros;1/01/1991;28/02/2025;6.257305556;-75.67586111;4704018.462;2250174.309;2450;Antioquia;0.09;No;-0.595;72.74;2258.011765
11110110;Boqueron de Toyo;16/05/1983;11/04/2011;6.699444444;-75.9775;4670912.731;2299275.136;20;Antioquia;15.24;Sí;-0.526;78.71;2347.565364
23100050;La Bodega;1/01/1996;17/03/2025;6.715833333;-74.41;4844218.701;2300312.089;165;Antioquia;5.77;No;-0.626;113.18;2678.764089
26200130;Bolombolo;15/05/1980;17/03/2025;5.9681;-75.8374;4685967.551;2218272.811;530;Antioquia;0.58;No;-0.585;69.77;1886.858523
26210070;La Caicedo;27/10/1970;31/01/2025;6.4049;-75.9818;4670243.34;2266687.521;1778;Antioquia;4.12;No;-0.54;61.46;1751.381426
26230160;Briceño;1/11/1970;28/02/2025;7.105277778;-75.51166667;4722670.765;2343874.482;1440;Antioquia;1.39;No;-0.501;146.07;5946.142741
26250030;Caceres;10/05/1970;17/03/2025;7.579055556;-75.34783333;4741045.431;2396176.627;95;Antioquia;2.18;Sí;-0.514;128.38;3920.28758
26255040;Cacaoteras del Diq;1/07/1968;6/04/2008;7.983333333;-75.11666667;4766777.581;2440750.248;55;Antioquia;6.4;Sí;-0.623;115.99;2745.831025
11115020;Cañasgordas;11/07/1973;30/09/2024;6.758027778;-76.02966667;4665182.005;2305792.852;1294;Antioquia;6.31;No;-0.547;70.73;2400.197136
23070010;Claro de luna;1/05/1988;30/09/2024;5.861546;-74.761977;4805002.12;2205996.143;317;Antioquia;7.68;Sí;-0.58;110.49;2947.657193
23080650;Campoalegre;5/06/1973;17/03/2025;6.073777778;-75.33561111;4741587.176;2229698.542;2183;Antioquia;1.13;Sí;-0.527;74.35;2733.495213
23080720;Canteras;1/06/1979;28/02/2025;6.276166667;-74.67433333;4814846.079;2251800.528;161;Antioquia;17.1;No;-0.618;100.55;2519.184565
25021390;Caucasia;1/10/1959;30/04/2004;8;-75.2;4757601.154;2442641.435;70;Antioquia;6.38;Sí;-0.638;110.72;2585.097914
26170180;Caramanta;8/10/1970;28/02/2025;5.547833333;-75.64130556;4707471.084;2171677.841;2112;Antioquia;8.19;No;-0.52;78.68;2811.290519
27020200;Cedeño;31/10/1970;28/02/2025;7.070722222;-75.35558333;4739895.325;2339962.194;1584;Antioquia;1.58;No;-0.525;107.6;3580.891997
23080740;Concepcion;23/05/1975;17/03/2025;6.396944444;-75.25916667;4750202.532;2265399.488;1865;Antioquia;0.12;No;-0.502;74.78;3016.091837
23080750;Cocorna;1/06/1975;9/02/2025;6.053333333;-75.18261111;4758514.393;2227367.159;1280;Antioquia;1.22;No;-0.466;97.65;4584.84154
23085160;Corrientes;1/09/1975;28/02/2025;6.311944444;-75.25355556;4750782.331;2255997.174;1965;Antioquia;9.33;No;-0.552;77.43;2811.003405
26215010;Concordia;1/06/1970;1/03/2025;6.039555556;-75.91952778;4676912.493;2226226.169;2032;Antioquia;6.59;Sí;-0.559;74.63;2434.395142
26220050;La cumbre;1/11/1970;31/12/2003;7.033333333;-75.93333333;4676024.768;2336188.328;2440;Antioquia;3.73;No;-0.563;81.12;2737.165175
26225030;Hacienda Cotove;1/11/1975;27/02/2025;6.533916667;-75.82733333;4687419.198;2280864.13;534;Antioquia;10.01;No;-0.672;57.36;1037.57613
26230130;Cruces Arriba;13/03/1971;3/03/2025;6.890677778;-75.62022778;4710543.489;2320202.938;2805;Antioquia;3.3;No;-0.478;57.31;2101.753908
27010890;Cueva Santa;15/10/1970;31/07/2024;6.959;-75.03836111;4774885.02;2327443.502;1550;Antioquia;6.09;No;-0.558;101.9;3092.038294
23080810;EL Jordan;1/01/1983;30/11/2021;6.1579;-75.0388;4774476.378;2238866.939;820;Antioquia;10.17;No;-0.611;104.03;2956.73348
26170190;El Dique;1/05/1971;18/03/2025;5.803861111;-75.72361111;4698482.177;2200040.955;922;Antioquia;1.13;Sí;-0.55;88.28;2675.558535
26195030;El Jardin;1/07/1990;30/04/2015;5.587722222;-75.80055556;4689841.338;2176171.718;2161;Antioquia;1.27;No;-0.519;58.85;2622.898214
27010770;El Chuscal;24/08/1970;31/12/2024;6.178333333;-75.70508333;4700739.088;2241454.968;2227;Antioquia;0.98;No;-0.553;91.51;3078.343255
27030040;El Guamo;13/05/1970;28/02/2025;7.904416667;-74.814;4800100.05;2431866.176;40;Antioquia;9.88;No;-0.45;128.94;4599.513918
27030090;El Bosque;29/06/1970;28/02/2025;7.319305556;-74.83933333;4797032.253;2367188.171;220;Antioquia;1.91;Sí;-0.542;128.71;4645.571479
11070020;El Roble;16/03/1977;28/02/2025;6.332051667;-76.229145;4642811.682;2258790.97;1496;Antioquia;0.06;Sí;-0.623;72.71;2213.478723
23085110;El Peñol;1/06/1973;18/03/2025;6.2138889;-75.24138889;4752082.204;2245148.171;2022;Antioquia;6.68;No;-0.519;69.04;2533.253368
23100030;El Tigre;1/07/1970;1/03/2025;6.840472222;-74.78566667;4802752.773;2314226.828;969;Antioquia;1.05;Sí;-0.61;93.4;2525.862377
26200150;Fredonia;1/05/1975;11/01/2024;5.93675;-75.68511111;4702817.937;2214720.369;1763;Antioquia;2.3;Sí;-0.553;83.08;2816.001398
26220090;Giraldo;7/11/1970;16/03/2025;6.6802;-75.9527;4673643.337;2297129.261;1930;Antioquia;0.3;No;-0.462;61.21;1891.23448
27020260;El Tesoro;1/09/1975;1/03/2025;7.2483;-75.3022;4745891.473;2359571.018;1039;Antioquia;10.5;No;-0.42;102.1;4245.086976
11110030;Fuemia;12/03/1977;1/03/2025;6.85789;-76.25231944;4640625.39;2317004.246;1046;Antioquia;2.2;Sí;-0.643;73.56;1476.610488
23085080;Granja experimental en el NUS;2/05/1972;18/03/2025;6.483583333;-74.83669444;4796967.525;2274791.715;859;Antioquia;7.76;No;-0.604;75.54;2240.153445
26175030;Granja la nacional;1/07/1977;18/03/2025;5.717333333;-75.69091667;4702059.109;2190452.165;1153;Antioquia;2.39;No;-0.585;79;2428.391683
26210130;Guasabra;1/06/1975;31/12/2024;6.503333333;-75.95583333;4673180.718;2277561.978;2182;Antioquia;2.92;No;-0.593;67.58;1601.026241
26240100;Guarumo la lucha;11/05/1970;18/03/2025;7.862916667;-75.21491667;4755875.918;2427490.628;70;Antioquia;5.23;No;-0.649;128.69;2794.862764
27010900;Gomez Plata;20/10/1970;18/03/2025;6.678961;-75.219806;4754694.464;2296566.352;1850;Antioquia;0.62;Sí;-0.513;90.65;3339.685048
27015190;Guayabito;3/05/1970;31/10/2024;6.540388889;-75.14675;4762705.361;2281207.708;1440;Antioquia;1.79;No;-0.558;112.8;3888.441432
27020170;Hacienda el Carmen;18/10/1970;30/09/2024;7.147194444;-75.07977778;4770401.843;2348272.785;950;Antioquia;4.32;No;-0.513;121.87;4254.59986
11070030;La Clarita;1/01/1978;1/03/2025;6.539444444;-76.15861111;4650763.535;2281693.975;2300;Antioquia;1.37;No;-0.464;70.4;3336.697336
11075010;La Honda;1/08/1990;28/02/2011;6.356388889;-76.15805556;4650699.5;2261435.794;1850;Antioquia;5.15;No;-0.544;52.78;1741.23604
26175040;Hacienda Tunez;1/05/1975;18/03/2025;5.80025;-75.65097222;4706527.548;2199603.32;604;Antioquia;13.96;Sí;-0.593;67.68;1906.468339
26180220;La Pintada alertas;2/06/1980;18/03/2025;5.7414778;-75.6005638;4712082.076;2193076.681;620;Antioquia;3.76;No;-0.591;80.36;2025.937418
26195020;ITA Andes;15/07/1970;17/03/2025;5.691;-75.88022222;4681067.584;2187640.464;1180;Antioquia;4.03;No;-0.561;62.3;2145.259896
26205080;La Aldea;12/10/1990;18/03/2025;6.341055556;-75.70094444;4701289.895;2259452.937;1737;Antioquia;1.37;No;-0.592;82.74;2223.405784
26230240;La Abertura;1/01/1993;18/03/2025;6.900194444;-75.70483333;4701196.4;2321307.878;2550;Antioquia;12.46;No;-0.499;73.98;2665.179917
26240160;La Coquera;3/11/1980;18/03/2025;7.96;-75.2;4757577.562;2438217.991;49;Antioquia;2.42;No;-0.624;121.96;2672.023707
27030080;La Cruzada;1/01/1978;30/11/2016;7.068055556;-74.71505556;4810646.113;2339357.877;650;Antioquia;2.15;No;-0.593;106.67;2830.491235
11025010;La Mansa;17/07/1973;28/02/2025;5.878305556;-76.08433333;4658557.69;2208483.668;2018;Antioquia;0.85;No;-0.567;69.11;2477.064111
25020530;La Ilusion;17/05/1970;17/03/2025;8.0255;-75.08975;4769768.336;2445397.841;48;Antioquia;5.16;No;-0.601;122.44;2727.345801
25021480;La Esperanza Radio;10/03/1979;18/03/2025;8.03;-74.79;4802805.794;2445739.142;31;Antioquia;0.59;No;-0.552;144;4376.601944
26210080;La Herradura;1/12/1970;18/03/2025;6.099222222;-75.87397222;4681993.106;2232800.538;849;Antioquia;3.36;Sí;-0.61;79.22;2090.815465
26220100;La Granja;10/04/1975;19/01/2025;7.249638889;-75.73408333;4698190.139;2359983.825;1028;Antioquia;1.01;No;-0.597;66.78;1824.417318
27010820;La Cuchilla;26/08/1970;18/03/2025;6.368333333;-75.45361111;4728675.217;2262333.755;1600;Antioquia;0.38;Sí;-0.477;70.18;2112.769444
27011120;La Iguana;11/10/1990;17/03/2025;6.316277778;-75.65752778;4706080.935;2256687.279;2300;Antioquia;0.35;No;-0.585;80.17;2166.027647
27040030;La Esmeralda;10/05/1970;30/11/2024;7.751111111;-74.85305556;4795720.062;2414935.292;100;Antioquia;8.14;Sí;-0.534;137.47;4360.603272
23085260;La Selva;1/05/1958;31/01/2014;6.131916667;-75.41455556;4732876.551;2236166.766;2125;Antioquia;20.08;Sí;-0.543;54.11;1949.30436
26180170;La Union;25/06/1970;1/03/2025;5.998333333;-75.38138889;4736482.975;2221377.067;2530;Antioquia;2.92;Sí;-0.529;61.08;2073.304673
26230140;La Placita;5/11/1970;17/03/2025;6.720888889;-75.75805556;4695199.205;2301505.603;1539;Antioquia;1.35;No;-0.512;53.76;1984.934842
26230220;La Oculta;15/09/1983;1/03/2025;6.779388889;-75.63858333;4708446.837;2307903.758;2685;Antioquia;1.43;No;-0.57;63.58;2248.690893
27010800;La Meseta San Pedro;29/08/1970;19/03/2025;6.399722222;-75.60722222;4711695.019;2265889.063;2600;Antioquia;3.38;No;-0.566;52.33;1647.816555
27011100;Las Brisas;15/03/1983;30/11/2024;7.158805556;-74.82183333;4798892.868;2349435.76;600;Antioquia;9.61;No;-0.555;122.24;3805.937251
27015260;La Salada;9/08/1984;19/03/2025;6.048361111;-75.62466667;4709571.543;2227033.81;1923;Antioquia;2.11;No;-0.548;72.1;2568.794706
27030140;La Palma de Coco;15/10/1974;1/03/2025;7.236111111;-74.80794444;4800460.323;2357976.367;202;Antioquia;2.35;No;-0.567;128.34;3960.246261
23080640;Marinilla;1/06/1973;19/03/2025;6.164768889;-75.31728056;4743659.774;2239752.289;2088;Antioquia;0.64;No;-0.526;62.39;1951.661664
25020370;Moneda la hacienda;1/01/1971;28/02/2025;8.036666667;-74.94222222;4786033.851;2446552.62;40;Antioquia;14.58;No;-0.562;124.4;3212.979524
26180200;Montebello;8/10/1970;1/03/2025;5.9503;-75.5369;4719239.362;2216141.637;2129;Antioquia;1.44;No;-0.502;72.47;2518.632217
26185020;Mesopotamia;1/06/1970;19/03/2025;5.886361111;-75.31863889;4743378.572;2208964.611;2408;Antioquia;2.33;Sí;-0.51;87.65;3490.88903
26230180;Llanos de San Juan;15/12/1990;28/02/2025;6.427;-75.71775;4699480.106;2268969.978;885;Antioquia;6.1;No;-0.596;73.79;1731.427817
26235030;Matanzas;1/11/1970;30/11/2016;7.035833333;-75.66594444;4705580.278;2336287.908;569;Antioquia;3.26;Sí;-0.555;65.69;1906.070469
26240060;Manizales;18/05/1970;1/03/2025;7.75205;-74.86035278;4794915.801;2415042.616;91;Antioquia;0.54;No;-0.632;118.15;2718.116647
27010960;Monos hacienda;11/03/1978;1/03/2025;6.898611111;-74.90213889;4789908.14;2320704.087;1100;Antioquia;10.7;Sí;-0.492;97.54;3272.910305
27020220;Los llanos de Cuiba;31/10/1970;19/03/2025;6.813611111;-75.48386111;4725573.284;2311598.507;2750;Antioquia;5.06;Sí;-0.495;80.83;2818.30819
11110010;Normal Santa Teresa AUT;1/01/1969;19/03/2025;6.763333333;-76.13361111;4653687.526;2306452.828;1429;Antioquia;1.81;No;-0.518;78.54;2725.695553
11115040;Musinga AUT;1/06/1985;31/12/2024;6.777972222;-76.20333333;4645985.052;2308123.207;1396;Antioquia;1.13;No;-0.526;60.98;2250.239452
23090110;Murillo;24/08/1984;28/02/2025;6.603055556;-74.39527778;4845810.365;2287841.781;130;Antioquia;2.28;No;-0.551;110.96;3106.89436
25020540;Patio Bonito;10/05/1970;31/01/2025;8.031111111;-74.70611111;4812050.58;2445822.571;20;Antioquia;20.73;Sí;-0.487;137.16;5097.843774
26200120;Otramina;13/10/1970;30/09/2023;6.072944444;-75.79458333;4690769.451;2229847.24;1377;Antioquia;1.74;No;-0.58;84.36;2314.736197
26210110;Penalisa;1/04/1971;31/01/2025;5.934916667;-75.86116667;4683315.977;2214615.242;552;Antioquia;1.51;Sí;-0.484;97.46;3319.139734
26225040;Piunti hacienda;14/06/1970;30/04/2024;6.7295;-75.91297222;4678070.519;2302557.667;1650;Antioquia;10.91;No;-0.63;62.25;1467.689937
26230010;Olaya;5/11/1970;19/03/2025;6.628722222;-75.81088889;4689297.701;2291342.356;575;Antioquia;10.13;No;-0.673;66.45;1136.422369
23080940;Presa San Lorenzo;1/08/1992;31/12/2024;6.384583333;-74.99677778;4779222.025;2263912.615;1247;Antioquia;17.71;No;-0.573;107.64;3717.939226
23100070;Ramblas;1/09/1984;28/02/2025;6.642777778;-74.37083333;4848524.305;2292224.84;120;Antioquia;13.86;Sí;-0.592;111.95;2591.298564
26170150;Pueblorrico;6/09/1970;23/03/2025;5.791055556;-75.83880556;4685712.37;2198686.962;1819;Antioquia;0.39;No;-0.545;87.07;2934.056577
26240090;Puerto Belgica;1/01/1978;28/02/2025;7.668305556;-75.28444444;4748092.805;2406009.532;80;Antioquia;8.4;No;-0.634;122.33;3271.28276
26240150;Puerto Valdivia;1/11/1979;24/03/2025;7.29;-75.4;4735115.088;2364238.91;301;Antioquia;8.55;No;-0.528;110.54;4311.349472
26240170;Playalta;10/11/1982;24/03/2025;7.562555556;-75.44855556;4729919.538;2394413.076;175;Antioquia;6.34;No;-0.501;114.35;4572.902839
